# sources/allowlist.tsv — GENERATED by `asterwell-build allowlist`; do not edit.
#
# Every code point the family promises, and where its outline comes from:
#   custom    an original Asterwell outline
#   literata  preserved from Literata; neither imported nor redrawn
#   dejavu    imported from DejaVu Sans, scaled to Literata's cap height
#
# Rules live in sources/allowlist.toml. Regenerate with `mise run allowlist`
# and commit the diff; `asterwell-build allowlist --check` fails if this file
# no longer matches the rules and the pinned fonts.
#
# generator 1
# Literata 3.103 — fonts/variable/Literata[opsz,wght].ttf
#     sha256 b41138c9373112f32abb589cc22e8674b06ed4048b0c513be922bdd26f274440
#     from   https://github.com/googlefonts/literata/releases/download/3.103/3.103.zip
# Literata 3.103 — fonts/variable/Literata-Italic[opsz,wght].ttf
#     sha256 d483dfaeba9cbf4ce71d32a52ee65df82f7e35b15fff8d1011cdb242d1fcd465
#     from   https://github.com/googlefonts/literata/releases/download/3.103/3.103.zip
# DejaVu Sans 2.37 — dejavu-fonts-ttf-2.37/ttf/DejaVuSans.ttf
#     sha256 7da195a74c55bef988d0d48f9508bd5d849425c1770dba5d7bfc6ce9ed848954
#     from   https://github.com/dejavu-fonts/dejavu-fonts/releases/download/version_2_37/dejavu-fonts-ttf-2.37.tar.bz2
#
# 532 rows: 8 custom, 24 literata, 500 dejavu
# 21 rows are emoji-presentation by default and need U+FE0E in text
# 0 imported code point(s) appear in Bitstream Vera Sans 1.10 (qa/vera-1.10-codepoints.txt); this must be 0
#
codepoint	char	unicode_name	block	source	glyph_name	group	emoji_presentation	note
U+2771	❱	HEAVY RIGHT-POINTING ANGLE BRACKET ORNAMENT	Dingbats	dejavu	uni2771	Dingbats	no	
U+2772	❲	LIGHT LEFT TORTOISE SHELL BRACKET ORNAMENT	Dingbats	dejavu	uni2772	Dingbats	no	
U+2773	❳	LIGHT RIGHT TORTOISE SHELL BRACKET ORNAMENT	Dingbats	dejavu	uni2773	Dingbats	no	
U+2774	❴	MEDIUM LEFT CURLY BRACKET ORNAMENT	Dingbats	dejavu	uni2774	Dingbats	no	
U+2775	❵	MEDIUM RIGHT CURLY BRACKET ORNAMENT	Dingbats	dejavu	uni2775	Dingbats	no	
U+2776	❶	DINGBAT NEGATIVE CIRCLED DIGIT ONE	Dingbats	dejavu	uni2776	Dingbats	no	
U+2777	❷	DINGBAT NEGATIVE CIRCLED DIGIT TWO	Dingbats	dejavu	uni2777	Dingbats	no	
U+2778	❸	DINGBAT NEGATIVE CIRCLED DIGIT THREE	Dingbats	dejavu	uni2778	Dingbats	no	
U+2779	❹	DINGBAT NEGATIVE CIRCLED DIGIT FOUR	Dingbats	dejavu	uni2779	Dingbats	no	
U+277A	❺	DINGBAT NEGATIVE CIRCLED DIGIT FIVE	Dingbats	dejavu	uni277A	Dingbats	no	
U+277B	❻	DINGBAT NEGATIVE CIRCLED DIGIT SIX	Dingbats	dejavu	uni277B	Dingbats	no	
U+277C	❼	DINGBAT NEGATIVE CIRCLED DIGIT SEVEN	Dingbats	dejavu	uni277C	Dingbats	no	
U+277D	❽	DINGBAT NEGATIVE CIRCLED DIGIT EIGHT	Dingbats	dejavu	uni277D	Dingbats	no	
U+277E	❾	DINGBAT NEGATIVE CIRCLED DIGIT NINE	Dingbats	dejavu	uni277E	Dingbats	no	
U+277F	❿	DINGBAT NEGATIVE CIRCLED NUMBER TEN	Dingbats	dejavu	uni277F	Dingbats	no	
U+2780	➀	DINGBAT CIRCLED SANS-SERIF DIGIT ONE	Dingbats	dejavu	uni2780	Dingbats	no	
U+2781	➁	DINGBAT CIRCLED SANS-SERIF DIGIT TWO	Dingbats	dejavu	uni2781	Dingbats	no	
U+2782	➂	DINGBAT CIRCLED SANS-SERIF DIGIT THREE	Dingbats	dejavu	uni2782	Dingbats	no	
U+2783	➃	DINGBAT CIRCLED SANS-SERIF DIGIT FOUR	Dingbats	dejavu	uni2783	Dingbats	no	
U+2784	➄	DINGBAT CIRCLED SANS-SERIF DIGIT FIVE	Dingbats	dejavu	uni2784	Dingbats	no	
U+2785	➅	DINGBAT CIRCLED SANS-SERIF DIGIT SIX	Dingbats	dejavu	uni2785	Dingbats	no	
U+2786	➆	DINGBAT CIRCLED SANS-SERIF DIGIT SEVEN	Dingbats	dejavu	uni2786	Dingbats	no	
U+2787	➇	DINGBAT CIRCLED SANS-SERIF DIGIT EIGHT	Dingbats	dejavu	uni2787	Dingbats	no	
U+2788	➈	DINGBAT CIRCLED SANS-SERIF DIGIT NINE	Dingbats	dejavu	uni2788	Dingbats	no	
U+2789	➉	DINGBAT CIRCLED SANS-SERIF NUMBER TEN	Dingbats	dejavu	uni2789	Dingbats	no	
U+278A	➊	DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT ONE	Dingbats	dejavu	uni278A	Dingbats	no	
U+278B	➋	DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT TWO	Dingbats	dejavu	uni278B	Dingbats	no	
U+278C	➌	DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT THREE	Dingbats	dejavu	uni278C	Dingbats	no	
U+278D	➍	DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT FOUR	Dingbats	dejavu	uni278D	Dingbats	no	
U+278E	➎	DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT FIVE	Dingbats	dejavu	uni278E	Dingbats	no	
U+278F	➏	DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT SIX	Dingbats	dejavu	uni278F	Dingbats	no	
U+2790	➐	DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT SEVEN	Dingbats	dejavu	uni2790	Dingbats	no	
U+2791	➑	DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT EIGHT	Dingbats	dejavu	uni2791	Dingbats	no	
U+2792	➒	DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT NINE	Dingbats	dejavu	uni2792	Dingbats	no	
U+2793	➓	DINGBAT NEGATIVE CIRCLED SANS-SERIF NUMBER TEN	Dingbats	dejavu	uni2793	Dingbats	no	
U+2794	➔	HEAVY WIDE-HEADED RIGHTWARDS ARROW	Dingbats	dejavu	uni2794	Dingbats	no	
U+2798	➘	HEAVY SOUTH EAST ARROW	Dingbats	dejavu	uni2798	Dingbats	no	
U+2799	➙	HEAVY RIGHTWARDS ARROW	Dingbats	dejavu	uni2799	Dingbats	no	
U+279A	➚	HEAVY NORTH EAST ARROW	Dingbats	dejavu	uni279A	Dingbats	no	
U+279B	➛	DRAFTING POINT RIGHTWARDS ARROW	Dingbats	dejavu	uni279B	Dingbats	no	
U+279C	➜	HEAVY ROUND-TIPPED RIGHTWARDS ARROW	Dingbats	dejavu	uni279C	Dingbats	no	
U+279D	➝	TRIANGLE-HEADED RIGHTWARDS ARROW	Dingbats	dejavu	uni279D	Dingbats	no	
U+279E	➞	HEAVY TRIANGLE-HEADED RIGHTWARDS ARROW	Dingbats	dejavu	uni279E	Dingbats	no	
U+279F	➟	DASHED TRIANGLE-HEADED RIGHTWARDS ARROW	Dingbats	dejavu	uni279F	Dingbats	no	
U+27A0	➠	HEAVY DASHED TRIANGLE-HEADED RIGHTWARDS ARROW	Dingbats	dejavu	uni27A0	Dingbats	no	
U+27A1	➡	BLACK RIGHTWARDS ARROW	Dingbats	dejavu	uni27A1	Dingbats	no	
U+27A2	➢	THREE-D TOP-LIGHTED RIGHTWARDS ARROWHEAD	Dingbats	dejavu	uni27A2	Dingbats	no	
U+27A3	➣	THREE-D BOTTOM-LIGHTED RIGHTWARDS ARROWHEAD	Dingbats	dejavu	uni27A3	Dingbats	no	
U+27A4	➤	BLACK RIGHTWARDS ARROWHEAD	Dingbats	dejavu	uni27A4	Dingbats	no	
U+27A5	➥	HEAVY BLACK CURVED DOWNWARDS AND RIGHTWARDS ARROW	Dingbats	dejavu	uni27A5	Dingbats	no	
U+27A6	➦	HEAVY BLACK CURVED UPWARDS AND RIGHTWARDS ARROW	Dingbats	dejavu	uni27A6	Dingbats	no	
U+27A7	➧	SQUAT BLACK RIGHTWARDS ARROW	Dingbats	dejavu	uni27A7	Dingbats	no	
U+27A8	➨	HEAVY CONCAVE-POINTED BLACK RIGHTWARDS ARROW	Dingbats	dejavu	uni27A8	Dingbats	no	
U+27A9	➩	RIGHT-SHADED WHITE RIGHTWARDS ARROW	Dingbats	dejavu	uni27A9	Dingbats	no	
U+27AA	➪	LEFT-SHADED WHITE RIGHTWARDS ARROW	Dingbats	dejavu	uni27AA	Dingbats	no	
U+27AB	➫	BACK-TILTED SHADOWED WHITE RIGHTWARDS ARROW	Dingbats	dejavu	uni27AB	Dingbats	no	
U+27AC	➬	FRONT-TILTED SHADOWED WHITE RIGHTWARDS ARROW	Dingbats	dejavu	uni27AC	Dingbats	no	
U+27AD	➭	HEAVY LOWER RIGHT-SHADOWED WHITE RIGHTWARDS ARROW	Dingbats	dejavu	uni27AD	Dingbats	no	
U+27AE	➮	HEAVY UPPER RIGHT-SHADOWED WHITE RIGHTWARDS ARROW	Dingbats	dejavu	uni27AE	Dingbats	no	
U+27AF	➯	NOTCHED LOWER RIGHT-SHADOWED WHITE RIGHTWARDS ARROW	Dingbats	dejavu	uni27AF	Dingbats	no	
U+27B1	➱	NOTCHED UPPER RIGHT-SHADOWED WHITE RIGHTWARDS ARROW	Dingbats	dejavu	uni27B1	Dingbats	no	
U+27B2	➲	CIRCLED HEAVY WHITE RIGHTWARDS ARROW	Dingbats	dejavu	uni27B2	Dingbats	no	
U+27B3	➳	WHITE-FEATHERED RIGHTWARDS ARROW	Dingbats	dejavu	uni27B3	Dingbats	no	
U+27B4	➴	BLACK-FEATHERED SOUTH EAST ARROW	Dingbats	dejavu	uni27B4	Dingbats	no	
U+27B5	➵	BLACK-FEATHERED RIGHTWARDS ARROW	Dingbats	dejavu	uni27B5	Dingbats	no	
U+27B6	➶	BLACK-FEATHERED NORTH EAST ARROW	Dingbats	dejavu	uni27B6	Dingbats	no	
U+27B7	➷	HEAVY BLACK-FEATHERED SOUTH EAST ARROW	Dingbats	dejavu	uni27B7	Dingbats	no	
U+27B8	➸	HEAVY BLACK-FEATHERED RIGHTWARDS ARROW	Dingbats	dejavu	uni27B8	Dingbats	no	
U+27B9	➹	HEAVY BLACK-FEATHERED NORTH EAST ARROW	Dingbats	dejavu	uni27B9	Dingbats	no	
U+27BA	➺	TEARDROP-BARBED RIGHTWARDS ARROW	Dingbats	dejavu	uni27BA	Dingbats	no	
U+27BB	➻	HEAVY TEARDROP-SHANKED RIGHTWARDS ARROW	Dingbats	dejavu	uni27BB	Dingbats	no	
U+27BC	➼	WEDGE-TAILED RIGHTWARDS ARROW	Dingbats	dejavu	uni27BC	Dingbats	no	
U+27BD	➽	HEAVY WEDGE-TAILED RIGHTWARDS ARROW	Dingbats	dejavu	uni27BD	Dingbats	no	
U+27BE	➾	OPEN-OUTLINED RIGHTWARDS ARROW	Dingbats	dejavu	uni27BE	Dingbats	no	
U+2B00	⬀	NORTH EAST WHITE ARROW	Miscellaneous Symbols and Arrows	dejavu	uni2B00	Miscellaneous Symbols and Arrows	no	
U+2B01	⬁	NORTH WEST WHITE ARROW	Miscellaneous Symbols and Arrows	dejavu	uni2B01	Miscellaneous Symbols and Arrows	no	
U+2B02	⬂	SOUTH EAST WHITE ARROW	Miscellaneous Symbols and Arrows	dejavu	uni2B02	Miscellaneous Symbols and Arrows	no	
U+2B03	⬃	SOUTH WEST WHITE ARROW	Miscellaneous Symbols and Arrows	dejavu	uni2B03	Miscellaneous Symbols and Arrows	no	
U+2B04	⬄	LEFT RIGHT WHITE ARROW	Miscellaneous Symbols and Arrows	dejavu	uni2B04	Miscellaneous Symbols and Arrows	no	
U+2B05	⬅	LEFTWARDS BLACK ARROW	Miscellaneous Symbols and Arrows	dejavu	uni2B05	Miscellaneous Symbols and Arrows	no	
U+2B06	⬆	UPWARDS BLACK ARROW	Miscellaneous Symbols and Arrows	dejavu	uni2B06	Miscellaneous Symbols and Arrows	no	
U+2B07	⬇	DOWNWARDS BLACK ARROW	Miscellaneous Symbols and Arrows	dejavu	uni2B07	Miscellaneous Symbols and Arrows	no	
U+2B08	⬈	NORTH EAST BLACK ARROW	Miscellaneous Symbols and Arrows	dejavu	uni2B08	Miscellaneous Symbols and Arrows	no	
U+2B09	⬉	NORTH WEST BLACK ARROW	Miscellaneous Symbols and Arrows	dejavu	uni2B09	Miscellaneous Symbols and Arrows	no	
U+2B0A	⬊	SOUTH EAST BLACK ARROW	Miscellaneous Symbols and Arrows	dejavu	uni2B0A	Miscellaneous Symbols and Arrows	no	
U+2B0B	⬋	SOUTH WEST BLACK ARROW	Miscellaneous Symbols and Arrows	dejavu	uni2B0B	Miscellaneous Symbols and Arrows	no	
U+2B0C	⬌	LEFT RIGHT BLACK ARROW	Miscellaneous Symbols and Arrows	dejavu	uni2B0C	Miscellaneous Symbols and Arrows	no	
U+2B0D	⬍	UP DOWN BLACK ARROW	Miscellaneous Symbols and Arrows	dejavu	uni2B0D	Miscellaneous Symbols and Arrows	no	
U+2B0E	⬎	RIGHTWARDS ARROW WITH TIP DOWNWARDS	Miscellaneous Symbols and Arrows	dejavu	uni2B0E	Miscellaneous Symbols and Arrows	no	
U+2B0F	⬏	RIGHTWARDS ARROW WITH TIP UPWARDS	Miscellaneous Symbols and Arrows	dejavu	uni2B0F	Miscellaneous Symbols and Arrows	no	
U+2B10	⬐	LEFTWARDS ARROW WITH TIP DOWNWARDS	Miscellaneous Symbols and Arrows	dejavu	uni2B10	Miscellaneous Symbols and Arrows	no	
U+2B11	⬑	LEFTWARDS ARROW WITH TIP UPWARDS	Miscellaneous Symbols and Arrows	dejavu	uni2B11	Miscellaneous Symbols and Arrows	no	
U+2B12	⬒	SQUARE WITH TOP HALF BLACK	Miscellaneous Symbols and Arrows	dejavu	uni2B12	Miscellaneous Symbols and Arrows	no	
U+2B13	⬓	SQUARE WITH BOTTOM HALF BLACK	Miscellaneous Symbols and Arrows	dejavu	uni2B13	Miscellaneous Symbols and Arrows	no	
U+2B14	⬔	SQUARE WITH UPPER RIGHT DIAGONAL HALF BLACK	Miscellaneous Symbols and Arrows	dejavu	uni2B14	Miscellaneous Symbols and Arrows	no	
U+2B15	⬕	SQUARE WITH LOWER LEFT DIAGONAL HALF BLACK	Miscellaneous Symbols and Arrows	dejavu	uni2B15	Miscellaneous Symbols and Arrows	no	
U+2B16	⬖	DIAMOND WITH LEFT HALF BLACK	Miscellaneous Symbols and Arrows	dejavu	uni2B16	Miscellaneous Symbols and Arrows	no	
U+2B17	⬗	DIAMOND WITH RIGHT HALF BLACK	Miscellaneous Symbols and Arrows	dejavu	uni2B17	Miscellaneous Symbols and Arrows	no	
U+2B18	⬘	DIAMOND WITH TOP HALF BLACK	Miscellaneous Symbols and Arrows	dejavu	uni2B18	Miscellaneous Symbols and Arrows	no	
U+2B19	⬙	DIAMOND WITH BOTTOM HALF BLACK	Miscellaneous Symbols and Arrows	dejavu	uni2B19	Miscellaneous Symbols and Arrows	no	
U+2B1A	⬚	DOTTED SQUARE	Miscellaneous Symbols and Arrows	dejavu	uni2B1A	Miscellaneous Symbols and Arrows	no	
U+2B1F	⬟	BLACK PENTAGON	Miscellaneous Symbols and Arrows	dejavu	uni2B1F	Miscellaneous Symbols and Arrows	no	
U+2B20	⬠	WHITE PENTAGON	Miscellaneous Symbols and Arrows	dejavu	uni2B20	Miscellaneous Symbols and Arrows	no	
U+2B21	⬡	WHITE HEXAGON	Miscellaneous Symbols and Arrows	dejavu	uni2B21	Miscellaneous Symbols and Arrows	no	
U+2B22	⬢	BLACK HEXAGON	Miscellaneous Symbols and Arrows	dejavu	uni2B22	Miscellaneous Symbols and Arrows	no	
U+2B23	⬣	HORIZONTAL BLACK HEXAGON	Miscellaneous Symbols and Arrows	dejavu	uni2B23	Miscellaneous Symbols and Arrows	no	
U+2B24	⬤	BLACK LARGE CIRCLE	Miscellaneous Symbols and Arrows	dejavu	uni2B24	Miscellaneous Symbols and Arrows	no	
U+2B53	⭓	BLACK RIGHT-POINTING PENTAGON	Miscellaneous Symbols and Arrows	dejavu	uni2B53	Miscellaneous Symbols and Arrows	no	
U+2B54	⭔	WHITE RIGHT-POINTING PENTAGON	Miscellaneous Symbols and Arrows	dejavu	uni2B54	Miscellaneous Symbols and Arrows	no	
